Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Marvel Avengers: Battle for Earth,X360,2012,Action,Ubisoft,0.02,0,0,0,0.02
Ginga Fukei Densetsu: Sapphire,TG16,1995,Shooter,Hudson Soft,0,0,0.02,0,0.02
WorldShift,PC,2009,Strategy,Playlogic Game Factory,0.02,0,0,0,0.02
Command & Conquer 3: Kane's Wrath,PC,2008,Strategy,Electronic Arts,0,0.01,0,0,0.02
Princess Frontier Portable,PSP,2011,Adventure,Alchemist,0,0,0.02,0,0.02
Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,PS2,2006,Misc,Yamasa Entertainment,0,0,0.02,0,0.02
Eyeshield 21: Portable Edition,PSP,2006,Role-Playing,Konami Digital Entertainment,0,0,0.02,0,0.02
Shonen Jump's Yu-Gi-Oh! GX Card Almanac,DS,,Misc,Konami Digital Entertainment,0,0,0.02,0,0.02
Without Warning,XB,,Shooter,Capcom,0.01,0,0,0,0.02
Disciples III: Renaissance,PC,2010,Strategy,Kalypso Media,0,0.01,0,0,0.02
Otometeki Koi Kakumei * Love Revo!! DS,DS,2008,Adventure,GungHo,0,0,0.02,0,0.02
Football Manager 2007,X360,,Sports,Sega,0,0.01,0,0,0.02
My Ballet Studio,DS,2009,Simulation,505 Games,0.01,0,0,0,0.02
Cube,PSP,2007,Puzzle,D3Publisher,0.02,0,0,0,0.02
WRC 5: FIA World Rally Championship,X360,2015,Sports,Bigben Interactive,0,0.02,0,0,0.02
Transformers: Prime,Wii,2012,Action,Activision,0,0.01,0,0,0.02
Shinkyoku Soukai Polyphonica,PS2,2007,Adventure,Prototype,0,0,0.02,0,0.02
Barbie and Her Sisters Puppy Rescue,PS3,2015,Action,Namco Bandai Games,0,0.01,0,0,0.02
Worms: WMD,PS4,2016,Action,Sold Out,0.01,0.01,0,0,0.02
Ship Simulator 2008,PC,2007,Simulation,Lighthouse Interactive,0,0.01,0,0,0.02
God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,2016,Action,Namco Bandai Games,0,0,0.01,0,0.01
GunParade Orchestra: Ao no Shou,PS2,2006,Adventure,Sony Computer Entertainment,0,0,0.01,0,0.01
Digger Simulator,PC,2011,Simulation,Excalibur Publishing,0,0.01,0,0,0.01
Aquaman: Battle for Atlantis,XB,,Action,Unknown,0.01,0,0,0,0.01
Homeworld Remastered Collection,PC,,Strategy,,0,0.01,0,0,0.01
Jam Sessions: Sing and Play Guitar (jp sales),DS,2007,Misc,Ubisoft,0,0,0.01,0,0.01
The Amazing Spider-Man (DS & Mobile Versions),PSP,2009,Action,Eidos Interactive,0,0.01,0,0,0.01
Fate/kaleid liner Prisma Illya,3DS,2014,Action,Kadokawa Games,0,0,0.01,0,0.01
San-X: Chara Sagashi Land,DS,2007,Action,MTO,0,0,0.01,0,0.01
Rugby World Cup 2015,PC,2015,Sports,Ubisoft,0,0.01,0,0,0.01
Help Wanted: 50 Wacky Jobs (jp sales),Wii,2008,Simulation,Hudson Soft,0,0.01,0.01,0,0.01
Amnesia Later,PSV,2014,Misc,Idea Factory,0,0,0.01,0,0.01
Space Raiders,GC,2003,Shooter,Taito,0.01,0,0,0,0.01
Smart Boy's Winter Wonderland,DS,2008,Misc,UFO Interactive,0.01,0,0,0,0.01
Dramatical Murder Re:code,PSV,2014,Adventure,Nitroplus,0,0,0.01,0,0.01
Hanasaku Manimani,PSV,2014,Adventure,5pb,0,0,0.01,0,0.01
Mini Desktop Racing,Wii,2007,Racing,Popcorn Arcade,0.01,0,0,0,0.01
